sim_step,reward,lane0_queue,lane1_queue,lane2_queue,lane3_queue,lane4_queue,lane5_queue,lane6_queue,lane7_queue,total_queue
2065,-81,0,0,3,2,0,0,0,4,9
2070,-100,0,1,3,3,0,0,0,3,10
2075,-25,0,1,3,1,0,0,0,0,5
2080,-25,0,1,4,0,0,0,0,0,5
2085,-36,0,1,4,0,0,1,0,0,6
2090,-64,0,1,4,0,0,1,2,0,8
2095,-64,0,1,4,0,0,1,2,0,8
2100,-100,0,2,4,0,0,2,2,0,10
2105,-49,0,3,1,0,0,2,1,0,7
2110,-36,0,3,0,0,0,2,1,0,6
2115,-25,0,3,0,0,0,2,0,0,5
2120,-49,0,3,0,1,0,2,0,1,7
2125,-81,0,3,0,1,0,3,0,2,9
2130,-100,0,3,0,1,0,3,1,2,10
2135,-64,0,1,0,1,0,3,1,2,8
2140,-49,0,0,0,1,0,3,1,2,7
2145,-49,0,0,0,1,0,3,1,2,7
2150,-64,1,0,0,1,0,3,1,2,8
2155,-81,1,0,0,1,0,4,1,2,9
2160,-81,0,0,0,1,0,4,1,3,9
2165,-100,0,0,0,1,0,4,1,4,10
2170,-81,0,1,0,1,0,2,1,4,9
2175,-100,1,1,1,2,0,0,1,4,10
2180,-81,0,1,1,2,0,0,1,4,9
2185,-121,1,1,1,2,0,0,2,4,11
2190,-100,0,1,1,2,0,0,2,4,10
2195,-121,0,1,1,3,0,1,2,3,11
2200,-49,0,1,1,0,1,1,3,0,7
2205,-64,0,1,1,0,1,1,4,0,8
2210,-64,0,1,1,0,1,1,4,0,8
2215,-64,0,1,1,0,1,1,4,0,8
2220,-64,0,1,0,0,1,1,5,0,8
2225,-49,1,1,0,0,1,1,3,0,7
2230,-49,1,2,0,0,1,1,1,1,7
2235,-81,1,2,1,0,1,1,1,2,9
2240,-81,1,2,0,0,1,1,2,2,9
2245,-49,1,2,0,0,1,1,0,2,7
2250,-36,1,1,0,0,1,1,0,2,6
2255,-16,1,0,0,0,0,1,0,2,4
2260,-49,2,0,0,0,0,2,0,3,7
2265,-49,2,0,0,0,0,2,0,3,7
2270,-81,2,0,1,0,0,2,0,4,9
2275,-100,2,0,1,0,0,2,0,5,10
2280,-121,2,0,1,0,0,3,0,5,11
2285,-64,0,0,2,0,0,1,0,5,8
2290,-64,0,0,2,0,0,1,0,5,8
2295,-64,0,0,2,0,0,0,1,5,8
2300,-100,0,0,2,0,0,0,2,6,10
2305,-121,0,0,2,0,0,0,2,7,11
2310,-169,0,0,2,0,0,0,2,9,13
2315,-121,0,0,2,0,0,0,2,7,11
2320,-100,0,0,2,0,0,0,3,5,10
2325,-144,0,0,2,1,0,0,6,3,12
2330,-100,0,0,2,0,0,0,7,1,10
2335,-81,0,0,2,0,0,0,7,0,9
2340,-100,0,0,1,0,0,1,7,1,10
2345,-64,0,0,0,0,0,1,5,2,8
2350,-49,0,0,0,1,0,1,3,2,7
2355,-49,0,1,0,1,0,1,2,2,7
2360,-25,0,1,0,1,0,1,0,2,5
2365,-36,0,1,0,1,0,1,0,3,6
2370,-64,0,0,1,1,0,1,1,4,8
2375,-81,0,0,2,1,0,1,1,4,9
2380,-121,1,0,2,2,0,1,1,4,11
2385,-196,1,0,3,2,0,1,2,5,14
2390,-225,1,0,3,2,0,2,2,5,15
2395,-256,1,0,4,2,0,2,2,5,16
2400,-256,1,0,4,2,0,2,2,5,16
2405,-169,0,0,4,2,0,0,2,5,13
2410,-225,0,0,5,2,0,0,3,5,15
2415,-289,0,0,6,2,1,0,3,5,17
2420,-324,0,0,6,2,1,0,3,6,18
2425,-324,0,0,6,2,1,0,3,6,18
2430,-324,0,0,6,2,1,0,3,6,18
2435,-289,0,0,6,1,1,0,4,5,17
2440,-256,1,0,6,1,1,0,5,2,16
2445,-256,1,0,7,0,1,1,5,1,16
2450,-256,1,0,7,0,1,1,6,0,16
2455,-256,1,0,7,0,1,1,6,0,16
2460,-289,1,0,7,0,1,2,6,0,17
2465,-196,1,0,6,0,1,2,4,0,14
2470,-144,1,0,4,0,1,2,3,1,12
2475,-81,1,0,3,0,1,2,1,1,9
2480,-49,1,0,2,0,1,2,0,1,7
2485,-25,1,0,0,0,1,2,0,1,5
2490,-36,1,0,0,0,1,2,0,2,6
2495,-36,1,0,0,0,0,2,0,3,6
2500,-36,1,0,0,0,0,2,0,3,6
2505,-49,1,0,1,0,0,2,0,3,7
2510,-64,1,0,2,0,0,2,0,3,8
2515,-81,2,0,2,0,0,2,0,3,9
2520,-64,1,0,2,0,0,1,1,3,8
2525,-36,0,0,2,0,0,0,1,3,6
2530,-36,0,0,2,0,0,0,1,3,6
2535,-49,0,0,2,1,0,0,1,3,7
2540,-100,0,0,3,2,0,0,1,4,10
2545,-121,0,0,4,2,0,0,1,4,11
2550,-100,0,0,4,2,0,0,1,3,10
2555,-25,0,0,4,0,0,0,1,0,5
2560,-64,0,0,5,0,0,0,3,0,8
2565,-64,0,0,5,0,0,0,3,0,8
2570,-64,0,0,5,0,0,0,3,0,8
2575,-64,0,0,5,0,0,0,3,0,8
2580,-64,0,0,5,0,0,0,3,0,8
2585,-16,0,0,2,0,0,0,2,0,4
2590,-1,0,0,0,0,1,0,0,0,1
2595,-4,0,1,0,0,1,0,0,0,2
2600,-9,0,1,0,0,2,0,0,0,3
2605,-16,0,1,0,1,2,0,0,0,4
2610,-49,1,0,0,3,2,0,1,0,7
2615,-36,1,0,0,3,0,0,2,0,6
2620,-49,1,0,0,3,0,0,2,1,7
2625,-81,1,0,0,3,0,0,3,2,9
2630,-121,1,0,0,5,0,0,3,2,11
2635,-144,1,0,0,5,0,0,4,2,12
2640,-144,0,0,0,6,0,0,4,2,12
2645,-144,0,0,0,6,0,0,4,2,12
2650,-144,0,0,0,6,0,0,4,2,12
2655,-225,0,1,2,6,0,0,4,2,15
2660,-289,0,1,2,7,0,0,4,3,17
2665,-289,0,1,2,7,0,0,4,3,17
2670,-256,0,1,2,6,0,0,4,3,16
2675,-256,1,1,2,6,0,0,4,2,16
