sim_step,reward,lane0_queue,lane1_queue,lane2_queue,lane3_queue,lane4_queue,lane5_queue,lane6_queue,lane7_queue,total_queue
5,-1,0,0,1,0,0,0,0,0,1
10,-4,0,0,2,0,0,0,0,0,2
15,-9,0,0,2,0,0,0,1,0,3
20,-16,0,0,2,0,0,0,2,0,4
25,-16,0,0,2,0,0,0,2,0,4
30,-9,0,0,2,0,0,0,1,0,3
35,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0
45,-1,0,0,0,1,0,0,0,0,1
50,-16,0,0,1,1,0,0,1,1,4
55,-16,0,0,0,2,0,0,0,2,4
60,-16,0,0,0,1,0,0,0,3,4
65,-9,0,0,0,0,0,1,1,1,3
70,-25,0,0,0,0,0,2,1,2,5
75,-25,0,0,0,0,0,2,2,1,5
80,-16,0,0,0,0,0,2,2,0,4
85,-25,0,0,0,0,0,2,2,1,5
90,-9,0,0,0,0,0,2,1,0,3
95,-9,0,0,0,0,0,2,0,1,3
100,-9,0,0,0,0,0,2,0,1,3
105,-9,0,0,0,0,0,2,0,1,3
110,-9,0,0,0,0,0,2,0,1,3
115,-25,0,0,0,0,1,2,0,2,5
120,-25,0,0,0,0,1,2,0,2,5
125,-9,0,0,0,0,1,2,0,0,3
130,-9,0,0,0,0,1,2,0,0,3
135,-16,0,0,0,0,2,2,0,0,4
140,-25,0,0,0,0,2,2,0,1,5
145,-25,0,0,0,0,2,2,1,0,5
150,-16,0,0,0,0,2,2,0,0,4
155,-25,0,0,0,0,2,3,0,0,5
160,-36,0,0,0,0,2,3,0,1,6
165,-49,0,0,0,0,2,3,0,2,7
170,-64,0,0,1,0,2,3,0,2,8
175,-81,1,0,0,0,2,3,1,2,9
180,-64,1,0,0,0,2,3,0,2,8
185,-25,0,0,0,0,2,1,0,2,5
190,-16,0,0,0,0,2,0,0,2,4
195,-25,0,0,0,0,2,0,0,3,5
200,-49,0,0,0,0,2,0,0,5,7
205,-49,0,0,0,0,2,0,0,5,7
210,-49,0,0,0,0,2,0,0,5,7
215,-9,0,0,0,0,2,0,0,1,3
220,-4,0,0,0,0,2,0,0,0,2
225,-9,0,0,0,0,2,0,1,0,3
230,-9,0,0,0,0,2,0,1,0,3
235,-9,0,0,0,0,2,0,1,0,3
240,-9,0,0,0,0,2,0,1,0,3
245,-16,0,1,1,0,1,0,1,0,4
250,-16,0,1,1,1,0,0,1,0,4
255,-16,0,0,1,1,0,0,2,0,4
260,-36,0,0,2,1,0,0,3,0,6
265,-64,1,0,2,1,0,0,3,1,8
270,-64,1,0,2,1,0,0,3,1,8
275,-36,1,0,1,1,0,0,2,1,6
280,-16,1,0,0,1,0,0,1,1,4
285,-16,1,0,0,1,0,0,1,1,4
290,-16,1,1,0,1,0,0,0,1,4
295,-36,1,3,0,1,0,0,0,1,6
300,-36,1,2,0,1,0,0,0,2,6
305,-16,1,0,0,1,0,0,0,2,4
310,-25,1,0,0,1,0,0,1,2,5
315,-25,1,0,0,1,0,0,1,2,5
320,-25,1,0,0,1,0,0,1,2,5
325,-36,1,0,0,1,0,0,1,3,6
330,-49,1,0,0,1,0,1,1,3,7
