sim_step,reward,total_queue,total_waiting_time,total_co2_emissions
1350,-15625,125,767,5944.4
1355,-13924,118,695,5635.6
1360,-17424,132,687,5411.799999999999
1365,-22500,150,796,6245.600000000001
1370,-25600,160,672,5603.400000000001
1375,-27556,166,802,6319.0
1380,-29584,172,817,6514.000000000001
1385,-31329,177,840,6634.399999999999
1390,-28561,169,1284,9574.9
1395,-23104,152,1004,7945.2
1400,-20164,142,713,5715.299999999999
1405,-13689,117,520,4206.2
1410,-11664,108,523,4150.700000000001
1415,-11881,109,454,3708.3999999999996
1420,-11025,105,356,2929.0
1425,-16129,127,462,3702.7999999999993
1430,-12996,114,714,5772.1
1435,-11881,109,462,3632.7000000000003
1440,-8464,92,409,3498.0999999999985
1445,-14161,119,489,4158.000000000002
1450,-10000,100,394,3205.1000000000004
1455,-9025,95,440,3545.5000000000005
1460,-9409,97,348,2792.1
1465,-14161,119,427,3544.3999999999996
1470,-15129,123,646,5353.499999999999
1475,-11664,108,428,3493.8
1480,-8836,94,408,3365.7000000000007
1485,-23409,153,827,6578.500000000001
1490,-24649,157,1000,8362.7
1495,-21025,145,874,7319.299999999999
1500,-19600,140,752,5906.800000000001
1505,-21609,147,696,5440.199999999999
1510,-25600,160,832,6882.300000000001
1515,-19600,140,741,5940.999999999999
1520,-24336,156,828,6832.6
1525,-21904,148,813,6505.0
1530,-26896,164,978,8040.900000000001
1535,-30625,175,909,7174.699999999999
1540,-30276,174,892,7419.5
1545,-30625,175,938,7511.6
1550,-23104,152,977,7957.5999999999985
1555,-15129,123,704,5633.6
1560,-14641,121,449,3645.699999999999
1565,-14161,119,535,4187.099999999999
1570,-22801,151,783,6209.0
1575,-20164,142,951,7422.9
1580,-27556,166,1116,8747.3
1585,-24336,156,922,7479.000000000001
1590,-21904,148,1095,8855.699999999999
1595,-15129,123,734,5551.299999999999
1600,-11664,108,516,3858.7
1605,-11449,107,530,4047.3000000000006
1610,-15129,123,451,3698.899999999999
1615,-10609,103,487,3962.600000000001
1620,-11664,108,431,3382.4999999999995
1625,-10404,102,541,4194.0
1630,-10201,101,426,3587.100000000001
1635,-7921,89,374,2943.6
1640,-8649,93,251,2103.6000000000004
1645,-6561,81,262,2236.8
1650,-8464,92,469,3874.200000000001
1655,-10000,100,357,2910.7999999999993
1660,-8649,93,335,2768.0999999999995
1665,-8100,90,379,3175.0
1670,-7396,86,420,3602.0
1675,-9025,95,330,2649.0
1680,-7396,86,361,2958.8999999999996
1685,-9025,95,410,3366.0999999999995
1690,-11025,105,374,3020.8
1695,-9409,97,455,3463.3999999999996
