sim_step,reward,total_queue,total_waiting_time,total_co2_emissions
785,-21609,147,1506,10927.399999999996
790,-26569,163,1531,11068.999999999998
795,-37636,194,1713,12517.000000000004
800,-40401,201,1576,11641.599999999999
805,-40000,200,1349,10059.6
810,-33856,184,1224,9063.000000000002
815,-38809,197,1645,12132.700000000003
820,-40401,201,1567,11224.0
825,-32400,180,1330,9693.1
830,-42849,207,1777,13087.0
835,-51076,226,1978,14769.800000000005
840,-62500,250,2646,19956.199999999993
845,-47524,218,2115,15648.999999999996
850,-50176,224,2839,20560.800000000007
855,-44521,211,2994,21712.6
860,-42025,205,2906,21265.5
865,-37636,194,2110,15328.800000000003
870,-36100,190,1864,13469.799999999997
875,-38809,197,2133,15153.199999999999
880,-44100,210,2213,15564.300000000005
885,-35344,188,1781,12939.9
890,-37249,193,2048,14855.100000000002
895,-28561,169,1325,9971.2
900,-27889,167,1084,8338.000000000002
905,-32761,181,1388,10878.800000000003
910,-36864,192,1588,12402.7
915,-41209,203,1754,13572.899999999994
920,-36481,191,1934,15263.500000000004
925,-39204,198,2389,19047.300000000003
930,-27225,165,1768,13547.1
935,-29241,171,1597,12481.099999999999
940,-30625,175,2045,15929.599999999999
945,-44521,211,2480,18693.6
950,-39601,199,2225,16881.5
955,-36100,190,2049,16028.100000000002
960,-28224,168,1132,9127.600000000002
965,-29929,173,1522,12357.500000000004
970,-24025,155,1028,8216.1
975,-29929,173,956,7663.8
980,-22500,150,1008,8214.3
985,-18225,135,945,7507.800000000001
990,-18769,137,1394,10988.900000000001
995,-18225,135,1020,8312.6
1000,-19321,139,914,7396.599999999996
1005,-15876,126,587,4848.700000000002
1010,-15625,125,610,5155.0
1015,-11881,109,542,4237.599999999999
1020,-18496,136,792,6332.100000000001
1025,-13456,116,714,5667.000000000002
1030,-15376,124,1030,8260.5
1035,-19881,141,1022,8365.1
1040,-17689,133,894,7299.599999999999
1045,-17689,133,541,4334.0
1050,-17689,133,595,4878.499999999999
1055,-17689,133,671,5749.5
1060,-12321,111,667,5333.0
1065,-18225,135,792,6218.999999999999
1070,-19881,141,983,7969.199999999999
1075,-16641,129,922,7732.900000000001
1080,-21904,148,1223,10129.099999999997
1085,-19321,139,1257,10235.100000000002
1090,-21025,145,1736,14113.500000000007
1095,-33489,183,1913,15374.400000000005
1100,-33856,184,2528,20190.9
1105,-29241,171,2230,17960.399999999998
1110,-14400,120,1089,8458.5
1115,-13689,117,731,5980.399999999999
1120,-13689,117,710,5507.200000000001
1125,-10404,102,586,4586.2
1130,-8100,90,484,3669.9
1135,-6889,83,342,2614.1999999999994
1140,-9025,95,471,3557.2999999999993
1145,-9801,99,546,4281.299999999999
1150,-15129,123,562,4400.799999999999
1155,-13225,115,483,3970.1000000000004
1160,-9409,97,420,3533.500000000001
1165,-19881,141,925,7488.000000000003
1170,-27225,165,1297,10228.6
1175,-28224,168,1271,9744.0
1180,-25921,161,1079,8372.5
1185,-34969,187,1498,11514.000000000002
1190,-34969,187,1376,10428.4
1195,-29241,171,1417,10676.599999999999
1200,-29241,171,1412,10419.999999999998
1205,-24964,158,1310,9880.3
1210,-25281,159,1375,10605.399999999998
1215,-25281,159,1366,11199.400000000001
1220,-26896,164,1567,12373.300000000001
1225,-26244,162,1987,15708.8
1230,-26896,164,1948,15353.5
1235,-31684,178,2216,17625.499999999996
1240,-31684,178,2426,18721.400000000005
1245,-38809,197,2750,20748.800000000007
1250,-46225,215,1758,13498.8
1255,-36864,192,1868,13998.999999999998
1260,-43681,209,2591,19445.0
1265,-34969,187,2427,18239.2
1270,-32761,181,1640,12594.900000000001
1275,-34969,187,1329,10485.799999999997
1280,-36100,190,1430,11270.499999999996
1285,-43264,208,1565,12631.8
1290,-40401,201,1491,11755.0
1295,-44100,210,1449,11620.499999999996
1300,-43681,209,1631,13145.900000000003
1305,-37249,193,1274,9827.3
1310,-35344,188,1331,9892.399999999996
1315,-34969,187,1350,10207.500000000002
1320,-36864,192,1108,8547.999999999998
1325,-47089,217,1112,8811.3
1330,-45369,213,1240,9695.4
1335,-39601,199,1307,10376.600000000004
1340,-28900,170,1251,9816.199999999999
1345,-23104,152,913,7216.7
1350,-27889,167,1038,8023.9000000000015
1355,-35721,189,1002,7652.0999999999985
1360,-36100,190,1011,8007.4
1365,-36864,192,1127,9199.1
1370,-37249,193,1417,11709.500000000004
1375,-37249,193,1670,13656.499999999998
1380,-47961,219,1704,13989.299999999994
1385,-51984,228,1737,13935.1
1390,-56169,237,1939,15706.400000000001
1395,-54289,233,2430,19728.1
1400,-49284,222,2076,16672.3
1405,-44521,211,1907,14960.500000000004
1410,-39204,198,1389,10890.099999999999
1415,-41616,204,1584,11898.400000000001
1420,-48400,220,1802,13959.200000000003
1425,-49729,223,1433,11186.8
1430,-42849,207,1559,11625.0
1435,-41616,204,1249,9647.300000000001
1440,-36864,192,1309,9961.199999999997
1445,-28561,169,1381,10177.800000000001
1450,-28900,170,2030,14521.000000000004
1455,-38025,195,2179,15590.399999999996
1460,-39204,198,1725,12482.499999999996
1465,-42436,206,1891,13652.399999999996
1470,-34596,186,1493,11197.699999999999
1475,-42436,206,1650,12783.2
1480,-45369,213,1486,11682.400000000001
1485,-33856,184,1641,13338.700000000008
1490,-37249,193,1496,11850.3
1495,-34596,186,1568,11922.199999999997
1500,-48400,220,2494,18916.800000000007
1505,-49284,222,3065,23497.299999999996
1510,-67600,260,3233,24666.5
1515,-57600,240,3568,27176.400000000005
1520,-45369,213,3765,29200.6
1525,-42025,205,3323,25277.0
1530,-37249,193,3001,22460.199999999993
1535,-37636,194,2357,17183.499999999996
1540,-32400,180,2073,15240.000000000004
1545,-28224,168,1629,11502.000000000002
1550,-24336,156,1126,8066.4
1555,-14641,121,722,5667.0999999999985
1560,-20449,143,925,7012.700000000002
1565,-18496,136,919,6804.600000000002
1570,-16129,127,1290,9195.300000000001
1575,-23409,153,1520,10828.499999999996
1580,-35721,189,2138,15113.900000000009
1585,-33124,182,2025,14519.799999999997
1590,-38809,197,1663,12255.9
1595,-38025,195,1380,10257.099999999999
1600,-30276,174,1191,9153.4
1605,-27889,167,1188,9299.800000000001
1610,-31684,178,1114,8957.3
1615,-34596,186,1482,11839.200000000004
1620,-39204,198,1903,14608.400000000005
1625,-41209,203,2499,18799.499999999993
1630,-29241,171,2562,19603.900000000005
1635,-17956,134,1738,12768.999999999998
1640,-24025,155,1517,10941.199999999997
1645,-17161,131,1166,8521.199999999997
1650,-15625,125,694,5345.699999999999
1655,-24649,157,1193,9004.499999999998
1660,-23716,154,1635,12145.300000000003
1665,-15376,124,1206,8734.7
1670,-21316,146,1501,10686.2
1675,-17956,134,1015,7570.900000000001
1680,-18496,136,680,5397.2
1685,-20164,142,740,5837.200000000001
1690,-13456,116,723,5749.800000000001
1695,-15376,124,803,6141.499999999999
1700,-15129,123,595,4787.699999999999
1705,-16641,129,691,5481.700000000001
